Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"SAVAP",,"Samolus valerandi L. ssp. parviflorus (Raf.) Hultén",seaside brookweed
"SACA13",,"Sanguinaria canadensis L.",bloodroot
"SAAN2",,"Sanguisorba annua (Nutt. ex Hook.) Nutt. ex Torr. & A. Gray",prairie burnet
"SAMI3",,"Sanguisorba minor Scop.",small burnet
"SAMIB2",,"Sanguisorba minor Scop. ssp. balearica (Bourg. ex Nyman) M. Garm. & C. Navarro",small burnet
"SACA15",,"Sanicula canadensis L.",Canadian blacksnakeroot
"SACAC2",,"Sanicula canadensis L. var. canadensis ",Canadian blacksnakeroot
"SACAG2",,"Sanicula canadensis L. var. grandis Fernald",Canadian blacksnakeroot
"SAMA2",,"Sanicula marilandica L.",Maryland sanicle
"SAOD",,"Sanicula odorata (Raf.) K.M. Pryer & L.R. Phillippe",clustered blacksnakeroot
"SATR4",,"Sanicula trifoliata E.P. Bicknell",largefruit blacksnakeroot
"SAOF4",,"Saponaria officinalis L.",bouncingbet
"SAPU4",,"Sarracenia purpurea L.",purple pitcherplant
"SAPUP6",,"Sarracenia purpurea L. ssp. purpurea var. purpurea ",northern purple pitcherplant
"SAAL5",,"Sassafras albidum (Nutt.) Nees",sassafras
"SAHO3",,"Satureja hortensis L.",summer savory
"SACE",,"Saururus cernuus L.",lizard's tail
"SAAI",,"Saxifraga aizoides L.",yellow mountain saxifrage
"SACA50",,"Saxifraga caespitosa L.",tufted alpine saxifrage
"SACE2",,"Saxifraga cernua L.",nodding saxifrage
"SAHI3",,"Saxifraga hirculus L.",yellow marsh saxifrage
"SAHIH2",,"Saxifraga hirculus L. ssp. hirculus ",yellow marsh saxifrage
"SAHIP2",,"Saxifraga hirculus L. ssp. propinqua (R. Br.) Á. Löve & D. Löve",yellow marsh saxifrage
"SAOP",,"Saxifraga oppositifolia L.",purple mountain saxifrage
"SAOPO",,"Saxifraga oppositifolia L. ssp. oppositifolia ",purple mountain saxifrage
"SAPA14",,"Saxifraga paniculata Mill.",White Mountain saxifrage
"SAPAN",,"Saxifraga paniculata Mill. ssp. neogaea (Butters) D. Löve",White Mountain saxifrage
"SAPE8",,"Saxifraga pensylvanica L.",eastern swamp saxifrage
"SATR5",,"Saxifraga tricuspidata Rottb.",three toothed saxifrage
"SAVI5",,"Saxifraga virginiensis Michx.",early saxifrage
"SAVIV",,"Saxifraga virginiensis Michx. var. virginiensis ",early saxifrage
"SCPE",,"Scandix pecten-veneris L.",shepherdsneedle
"SCAR7",,"Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.",tall fescue
"SCGI",,"Schedonorus giganteus (L.) Holub",giant fescue
"SCPR4",,"Schedonorus pratensis (Huds.) P. Beauv.",meadow fescue
"SCPA2",,"Scheuchzeria palustris L.",rannoch-rush
"SCPE9",,"Schistostega pennata (Hedw.) F. Weber & D. Mohr.",schistostega moss
"SCPU",,"Schizachne purpurascens (Torr.) Swallen",false melic
"SCSC",,"Schizachyrium scoparium (Michx.) Nash",little bluestem
"SCSCS",,"Schizachyrium scoparium (Michx.) Nash var. scoparium ",little bluestem
"SCPU14",,"Schoenoplectiella purshiana (Fernald) Lye",weakstalk bulrush
"SCSM3",,"Schoenoplectiella smithii (A. Gray) Hayas.",Smith's bulrush
"SCOB10",,"Schoenoplectus ×oblongus (T. Koyama) Soják [acutus × heterochaetus]",bulrush
"SCAC3",,"Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve",hardstem bulrush
"SCACA",,"Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve var. acutus ",hardstem bulrush
"SCHE5",,"Schoenoplectus heterochaetus (Chase) Soják",slender bulrush
"SCPU10",,"Schoenoplectus pungens (Vahl) Palla",common threesquare
"SCPUP5",,"Schoenoplectus pungens (Vahl) Palla var. pungens ",common threesquare
"SCSU10",,"Schoenoplectus subterminalis (Torr.) Soják",swaying bulrush
"SCTA2",,"Schoenoplectus tabernaemontani (C.C. Gmel.) Palla",softstem bulrush
"SCTO3",,"Schoenoplectus torreyi (Olney) Palla",Torrey's bulrush
"SCSI2",,"Scilla siberica Andrews",Siberian squill
"SCAT4",,"Scirpus atrocinctus Fernald",blackgirdle bulrush
"SCAT2",,"Scirpus atrovirens Willd.",green bulrush
"SCCY",,"Scirpus cyperinus (L.) Kunth",woolgrass
"SCEX",,"Scirpus expansus Fernald",woodland bulrush
"SCGE2",,"Scirpus georgianus Harper",Georgia bulrush
"SCHA3",,"Scirpus hattorianus Makino",mosquito bulrush
"SCMI2",,"Scirpus microcarpus J. Presl & C. Presl",panicled bulrush
"SCPA8",,"Scirpus pallidus (Britton) Fernald",cloaked bulrush
"SCPE3",,"Scirpus pedicellatus Fernald",stalked bulrush
"SCPE4",,"Scirpus pendulus Muhl.",rufous bulrush
"SCAN2",,"Scleranthus annuus L.",German knotgrass
"SCPA5",,"Scleria pauciflora Muhl. ex Willd.",fewflower nutrush
"SCPAP2",,"Scleria pauciflora Muhl. ex Willd. var. pauciflora ",fewflower nutrush
"SCTR",,"Scleria triglomerata Michx.",whip nutrush
"SCVE2",,"Scleria verticillata Muhl. ex Willd.",low nutrush
"SCDU2",,"Sclerochloa dura (L.) P. Beauv.",common hardgrass
"SCLA",,"Scrophularia lanceolata Pursh",lanceleaf figwort
"SCMA2",,"Scrophularia marilandica L.",carpenter's square
"SCGA",,"Scutellaria galericulata L.",marsh skullcap
"SCLA2",,"Scutellaria lateriflora L.",blue skullcap
"SCLAL2",,"Scutellaria lateriflora L. var. lateriflora ",blue skullcap
"SCNE2",,"Scutellaria nervosa Pursh",veiny skullcap
"SCPA7",,"Scutellaria parvula Michx.",small skullcap
"SCPAM",,"Scutellaria parvula Michx. var. missouriensis (Torr.) Goodman & C.A. Lawson",Leonard's skullcap
"SCPAP3",,"Scutellaria parvula Michx. var. parvula ",small skullcap
"SECE",,"Secale cereale L.",cereal rye
"SEVA4",,"Securigera varia (L.) Lassen",crownvetch
"SEAC",,"Sedum acre L.",goldmoss stonecrop
"SEAL",,"Sedum album L.",white stonecrop
"SEHI",,"Sedum hispanicum L.",Spanish stonecrop
"SERE4",,"Sedum reflexum L.",Jenny's stonecrop
"SESA",,"Sedum sarmentosum Bunge",stringy stonecrop
"SESE6",,"Sedum sexangulare L.",tasteless stonecrop
"SETE3",,"Sedum ternatum Michx.",woodland stonecrop
"SEDE2",,"Selaginella densa Rydb.",lesser spikemoss
"SEDED",,"Selaginella densa Rydb. var. densa ",lesser spikemoss
"SEEC",,"Selaginella eclipes W.R. Buck",hidden spikemoss
"SERU",,"Selaginella rupestris (L.) Spring",northern selaginella
"SESE",,"Selaginella selaginoides (L.) P. Beauv. ex Mart. & Schrank",club spikemoss
"SETE5",,"Sempervivum tectorum L.",common houseleek
"SECO2",,"Senecio congestus (R. Br.) DC.",marsh fleabane
"SEER2",,"Senecio eremophilus Richardson",desert ragwort
"SEERE",,"Senecio eremophilus Richardson var. eremophilus ",desert ragwort
"SEJA",,"Senecio jacobaea L.",stinking willie
"SEVI2",,"Senecio viscosus L.",sticky ragwort
"SEVU",,"Senecio vulgaris L.",old-man-in-the-Spring
"SEHE3",,"Senna hebecarpa (Fernald) Irwin & Barneby",American senna
"SEHE8",,"Sesbania herbacea (Mill.) McVaugh",bigpod sesbania
"SEFA",,"Setaria faberi Herrm.",Japanese bristlegrass
"SEIT",,"Setaria italica (L.) P. Beauv.",foxtail millet
"SEPU8",,"Setaria pumila (Poir.) Roem. & Schult.",yellow foxtail
"SEPUP2",,"Setaria pumila (Poir.) Roem. & Schult. ssp. pumila ",yellow foxtail
"SEVE3",,"Setaria verticillata (L.) P. Beauv.",hooked bristlegrass
"SEVI4",,"Setaria viridis (L.) P. Beauv.",green bristlegrass
"SEVIV",,"Setaria viridis (L.) P. Beauv. var. viridis ",green bristlegrass
"SHCA",,"Shepherdia canadensis (L.) Nutt.",russet buffaloberry
"SHAR2",,"Sherardia arvensis L.",blue fieldmadder
"SITR3",,"Sibbaldiopsis tridentata (Aiton) Rydb.",shrubby fivefingers
"SIAN",,"Sicyos angulatus L.",oneseed bur cucumber
"SIHE3",,"Sida hermaphrodita (L.) Rusby",Virginia fanpetals
"SISP",,"Sida spinosa L.",prickly fanpetals
"SIHA9",,"Silene ×hampeana Meusel & K. Werner [dioica × latifolia]",catchfly
"SIAC",,"Silene acaulis (L.) Jacq.",moss campion
"SIACE",,"Silene acaulis (L.) Jacq. var. exscapa (All.) DC.",moss campion
"SIAN2",,"Silene antirrhina L.",sleepy silene
"SIAR",,"Silene armeria L.",sweet William silene
"SICS",,"Silene csereii Baumg.",Balkan catchfly
"SIDI2",,"Silene dichotoma Ehrh.",forked catchfly
"SIDI4",,"Silene dioica (L.) Clairville",red catchfly
"SIGA",,"Silene gallica L.",common catchfly
"SIIN4",,"Silene involucrata (Cham. & Schltdl.) Bocquet",arctic catchfly
"SIINI2",,"Silene involucrata (Cham. & Schltdl.) Bocquet ssp. involucrata ",arctic catchfly
"SILA21",,"Silene latifolia Poir.",bladder campion
"SINO",,"Silene noctiflora L.",nightflowering silene
"SITA2",,"Silene tayloriae (B.L. Rob.) Hultén",Peel River catchfly
"SIUR",,"Silene uralensis (Rupr.) Bocquet",apetalous catchfly
"SIURO",,"Silene uralensis (Rupr.) Bocquet ssp. ogilviensis (A.E. Porsild) Brunton",apetalous catchfly
"SIURU",,"Silene uralensis (Rupr.) Bocquet ssp. uralensis ",apetalous catchfly
"SIVI4",,"Silene virginica L.",fire pink
"SIVIV",,"Silene virginica L. var. virginica ",fire pink
"SIVU",,"Silene vulgaris (Moench) Garcke",maidenstears
"SIIN2",,"Silphium integrifolium Michx.",wholeleaf rosinweed
"SIINL",,"Silphium integrifolium Michx. var. laeve Torr. & A. Gray",wholeleaf rosinweed
"SILA3",,"Silphium laciniatum L.",compassplant
"SILAL2",,"Silphium laciniatum L. var. laciniatum ",compassplant
"SIPE2",,"Silphium perfoliatum L.",cup plant
"SIPEP",,"Silphium perfoliatum L. var. perfoliatum ",cup plant
"SITE",,"Silphium terebinthinaceum Jacq.",prairie rosinweed
"SITET",,"Silphium terebinthinaceum Jacq. var. terebinthinaceum ",prairie rosinweed
"SIMA3",,"Silybum marianum (L.) Gaertn.",blessed milkthistle
"SIAL5",,"Sinapis alba L.",white mustard
"SIAR4",,"Sinapis arvensis L.",charlock mustard
"SIARA",,"Sinapis arvensis L. ssp. arvensis ",wild mustard
"SIAL2",,"Sisymbrium altissimum L.",tall tumblemustard
"SILO3",,"Sisymbrium loeselii L.",small tumbleweed mustard
"SIOF",,"Sisymbrium officinale (L.) Scop.",hedgemustard
"SIAL3",,"Sisyrinchium albidum Raf.",white blue-eyed grass
"SIAN3",,"Sisyrinchium angustifolium Mill.",narrowleaf blue-eyed grass
"SIMO2",,"Sisyrinchium montanum Greene",strict blue-eyed grass
"SIMOC",,"Sisyrinchium montanum Greene var. crebrum Fernald",strict blue-eyed grass
"SIMOM",,"Sisyrinchium montanum Greene var. montanum ",strict blue-eyed grass
"SIMU3",,"Sisyrinchium mucronatum Michx.",needletip blue-eyed grass
"SISU2",,"Sium suave Walter",hemlock waterparsnip
"SMEC",,"Smilax ecirrhata (Engelm. ex Kunth) S. Watson",upright carrionflower
"SMHE",,"Smilax herbacea L.",smooth carrionflower
"SMIL",,"Smilax illinoensis Mangaly",Illinois greenbrier
"SMLA3",,"Smilax lasioneura Hook.",Blue Ridge carrionflower
"SMRO",,"Smilax rotundifolia L.",roundleaf greenbrier
"SMTA2",,"Smilax tamnoides L.",bristly greenbrier
"SOCA3",,"Solanum carolinense L.",Carolina horsenettle
"SOCAC4",,"Solanum carolinense L. var. carolinense ",Carolina horsenettle
"SODU",,"Solanum dulcamara L.",climbing nightshade
"SODUD",,"Solanum dulcamara L. var. dulcamara ",climbing nightshade
"SOLY2",,"Solanum lycopersicum L.",garden tomato
"SOLYL",,"Solanum lycopersicum L. var. lycopersicum ",garden tomato
"SONI",,"Solanum nigrum L.",black nightshade
"SOPH",,"Solanum physalifolium Rusby",hoe nightshade
"SOPT7",,"Solanum ptycanthum Dunal",West Indian nightshade
"SORO",,"Solanum rostratum Dunal",buffalobur nightshade
"SOSI",,"Solanum sisymbriifolium Lam.",sticky nightshade
"SOTR",,"Solanum triflorum Nutt.",cutleaf nightshade
"SOTU",,"Solanum tuberosum L.",Irish potato
"SOBE",,"Solidago ×beaudryi B. Boivin [rugosa × uliginosa]",goldenrod
"SOAL6",,"Solidago altissima L.",Canada goldenrod
"SOAR",,"Solidago arguta Aiton",Atlantic goldenrod
"SOARA",,"Solidago arguta Aiton var. arguta ",Atlantic goldenrod
"SOBI",,"Solidago bicolor L.",white goldenrod
"SOCA4",,"Solidago caesia L.",wreath goldenrod
"SOCA6",,"Solidago canadensis L.",Canada goldenrod
"SOCAC3",,"Solidago canadensis L. var. canadensis ",Canada goldenrod
"SOCAG",,"Solidago canadensis L. var. gilvocanescens Rydb.",shorthair goldenrod
"SOCAH",,"Solidago canadensis L. var. hargeri Fernald",Harger's goldenrod
"SOCAL",,"Solidago canadensis L. var. lepida (DC.) Cronquist",Canada goldenrod
"SOCAS",,"Solidago canadensis L. var. salebrosa (Piper) M.E. Jones",rough Canada goldenrod
"SOFL2",,"Solidago flexicaulis L.",zigzag goldenrod
"SOGI",,"Solidago gigantea Aiton",giant goldenrod
"SOHI",,"Solidago hispida Muhl. ex Willd.",hairy goldenrod
"SOHIH",,"Solidago hispida Muhl. ex Willd. var. hispida ",hairy goldenrod
"SOHIL",,"Solidago hispida Muhl. ex Willd. var. lanata (Hook.) Fernald",hairy goldenrod
"SOJU",,"Solidago juncea Aiton",early goldenrod
"SOMA4",,"Solidago macrophylla Pursh",largeleaf goldenrod
"SOMI2",,"Solidago missouriensis Nutt.",Missouri goldenrod
"SOMIF",,"Solidago missouriensis Nutt. var. fasciculata Holz.",Missouri goldenrod
"SOMU",,"Solidago multiradiata Aiton",Rocky Mountain goldenrod
"SOMUM",,"Solidago multiradiata Aiton var. multiradiata ",Rocky Mountain goldenrod
"SONE",,"Solidago nemoralis Aiton",gray goldenrod
"SONEL",,"Solidago nemoralis Aiton var. longipetiolata (Mack. & Bush) Palmer & Steyerm.",gray goldenrod
"SONEN",,"Solidago nemoralis Aiton var. nemoralis ",gray goldenrod
"SOPA2",,"Solidago patula Muhl. ex Willd.",roundleaf goldenrod
"SOPAP",,"Solidago patula Muhl. ex Willd. var. patula ",roundleaf goldenrod
"SOPU",,"Solidago puberula Nutt.",downy goldenrod
"SOPUP2",,"Solidago puberula Nutt. var. puberula ",downy goldenrod
"SORU2",,"Solidago rugosa Mill.",wrinkleleaf goldenrod
"SORUA",,"Solidago rugosa Mill. ssp. aspera (Aiton) Cronquist",wrinkleleaf goldenrod
"SORUR",,"Solidago rugosa Mill. ssp. rugosa ",wrinkleleaf goldenrod
"SORUR2",,"Solidago rugosa Mill. ssp. rugosa var. rugosa ",wrinkleleaf goldenrod
"SOSE",,"Solidago sempervirens L.",seaside goldenrod
"SOSES",,"Solidago sempervirens L. var. sempervirens ",seaside goldenrod
"SOSI3",,"Solidago simplex Kunth",Mt. Albert goldenrod
"SOSIR",,"Solidago simplex Kunth ssp. randii (Porter) Ringius",Rand's goldenrod
"SOSIG2",,"Solidago simplex Kunth ssp. randii (Porter) Ringius var. gillmanii (A. Gray) Ringius",Rand's goldenrod
"SOSIO",,"Solidago simplex Kunth ssp. randii (Porter) Ringius var. ontarioensis (Ringius) Ringius",Ontario goldenrod
"SOSIS",,"Solidago simplex Kunth ssp. simplex ",Mt. Albert goldenrod
"SOSIS3",,"Solidago simplex Kunth ssp. simplex var. simplex ",Mt. Albert goldenrod
"SOSP2",,"Solidago speciosa Nutt.",showy goldenrod
"SOSPR",,"Solidago speciosa Nutt. var. rigidiuscula Torr. & A. Gray",showy goldenrod
"SOSQ",,"Solidago squarrosa Nutt.",stout goldenrod
"SOUL",,"Solidago uliginosa Nutt.",bog goldenrod
"SOULL",,"Solidago uliginosa Nutt. var. levipes (Fernald) Fernald",bog goldenrod
"SOULL2",,"Solidago uliginosa Nutt. var. linoides (Torr. & A. Gray) Fernald",bog goldenrod
"SOULU",,"Solidago uliginosa Nutt. var. uliginosa ",bog goldenrod
"SOUL2",,"Solidago ulmifolia Muhl. ex Willd.",elmleaf goldenrod
"SOULU2",,"Solidago ulmifolia Muhl. ex Willd. var. ulmifolia ",elmleaf goldenrod
"SOAR2",,"Sonchus arvensis L.",field sowthistle
"SOARA2",,"Sonchus arvensis L. ssp. arvensis ",field sowthistle
"SOARU",,"Sonchus arvensis L. ssp. uliginosus (M. Bieb.) Nyman",moist sowthistle
"SOAS",,"Sonchus asper (L.) Hill",spiny sowthistle
"SOOL",,"Sonchus oleraceus L.",common sowthistle
"SOPA10",,"Sonchus palustris L.",marsh sowthistle
"SOSO2",,"Sorbaria sorbifolia (L.) A. Braun",false spiraea
"SOAM3",,"Sorbus americana Marshall",American mountain ash
"SOAU",,"Sorbus aucuparia L.",European mountain ash
"SODE3",,"Sorbus decora (Sarg.) C.K. Schneid.",northern mountain ash
"SONU2",,"Sorghastrum nutans (L.) Nash",Indiangrass
"SOBI2",,"Sorghum bicolor (L.) Moench",sorghum
"SOBIB",,"Sorghum bicolor (L.) Moench ssp. bicolor ",grain sorghum
"SOBID",,"Sorghum bicolor (L.) Moench ssp. drummondii (Nees ex Steud.) de Wet & Harlan",Sudangrass
"SOHA",,"Sorghum halepense (L.) Pers.",Johnsongrass
"SPAM",,"Sparganium americanum Nutt.",American bur-reed
"SPAN",,"Sparganium androcladum (Engelm.) Morong",branched bur-reed
"SPAN2",,"Sparganium angustifolium Michx.",narrowleaf bur-reed
"SPEM2",,"Sparganium emersum Rehmann",European bur-reed
"SPEU",,"Sparganium eurycarpum Engelm.",broadfruit bur-reed
"SPFL",,"Sparganium fluctuans (Engelm. ex Morong) B.L. Rob.",floating bur-reed
"SPHY",,"Sparganium hyperboreum Beurling ex Laest.",northern bur-reed
"SPNA",,"Sparganium natans L.",small bur-reed
"SPPA",,"Spartina patens (Aiton) Muhl.",saltmeadow cordgrass
"SPPE",,"Spartina pectinata Bosc ex Link",prairie cordgrass
"SPAR",,"Spergula arvensis L.",corn spurry
"SPCA3",,"Spergularia canadensis (Pers.) G. Don",Canadian sandspurry
"SPCAC",,"Spergularia canadensis (Pers.) G. Don var. canadensis ",Canadian sandspurry
"SPMA10",,"Spergularia maritima (All.) Chiov.",media sandspurry
"SPRU",,"Spergularia rubra (L.) J. Presl & C. Presl",red sandspurry
"SPSA5",,"Spergularia salina J. Presl & C. Presl",salt sandspurry
"SPCO70",,"Sphagnum compactum DC.",low sphagnum
"SPIN3",,"Sphenopholis intermedia (Rydb.) Rydb.",slender wedgescale
"SPNI",,"Sphenopholis nitida (Biehler) Scribn.",shiny wedgescale
"SPOB",,"Sphenopholis obtusata (Michx.) Scribn.",prairie wedgescale
"SPVA2",,"Spiraea ×vanhouttei (Briot) Carrière [cantoniensis × trilobata]",spirea
"SPAL2",,"Spiraea alba Du Roi",white meadowsweet
"SPALA",,"Spiraea alba Du Roi var. alba ",white meadowsweet
"SPALL",,"Spiraea alba Du Roi var. latifolia (Aiton) Dippel",white meadowsweet
"SPCH3",,"Spiraea chamaedryfolia L.",Germander meadowsweet
"SPCHC",,"Spiraea chamaedryfolia L. var. chamaedryfolia ",Germander meadowsweet
"SPCO12",,"Spiraea corymbosa Raf.",shinyleaf meadowsweet
"SPJA",,"Spiraea japonica L. f.",Japanese meadowsweet
"SPPR",,"Spiraea prunifolia Siebold & Zucc.",bridalwreath spirea
"SPSA2",,"Spiraea salicifolia L.",willowleaf meadowsweet
"SPTH2",,"Spiraea thunbergii Siebold ex Blume",Thunberg's meadowsweet
"SPTO2",,"Spiraea tomentosa L.",steeplebush
"SPSI6",,"Spiranthes ×simpsonii Catling & Sheviak [lacera × romanzoffiana]",lady's tresses
"SPCA6",,"Spiranthes casei Catling & Cruise",Case's lady's tresses
"SPCAC4",,"Spiranthes casei Catling & Cruise var. casei ",Case's lady's tresses
"SPCE",,"Spiranthes cernua (L.) Rich.",nodding lady's tresses
"SPLA4",,"Spiranthes lacera (Raf.) Raf.",northern slender lady's tresses
"SPLAG",,"Spiranthes lacera (Raf.) Raf. var. gracilis (Bigelow) Luer",northern slender lady's tresses
"SPLAL",,"Spiranthes lacera (Raf.) Raf. var. lacera ",northern slender lady's tresses
"SPLU2",,"Spiranthes lucida (H.H. Eaton) Ames",shining lady's tresses
"SPMA5",,"Spiranthes magnicamporum Sheviak",Great Plains lady's tresses
"SPOC",,"Spiranthes ochroleuca (Rydb.) Rydb.",yellow nodding lady's tresses
"SPOV",,"Spiranthes ovalis Lindl.",October lady's tresses
"SPOVE",,"Spiranthes ovalis Lindl. var. erostellata Catling",October lady's tresses
"SPRO",,"Spiranthes romanzoffiana Cham.",hooded lady's tresses
"SPPO",,"Spirodela polyrrhiza (L.) Schleid.",common duckmeat
"SPCO16",,"Sporobolus compositus (Poir.) Merr.",composite dropseed
"SPCOC2",,"Sporobolus compositus (Poir.) Merr. var. compositus ",composite dropseed
"SPCR",,"Sporobolus cryptandrus (Torr.) A. Gray",sand dropseed
"SPHE",,"Sporobolus heterolepis (A. Gray) A. Gray",prairie dropseed
"SPNE2",,"Sporobolus neglectus Nash",puffsheath dropseed
"SPVA",,"Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood",poverty dropseed
"SPVAO",,"Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. ozarkanus (Fernald) Shinners",Ozark dropseed
"SPVAV2",,"Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. vaginiflorus ",poverty dropseed
"STBY",,"Stachys byzantina K. Koch",woolly hedgenettle
"STGE",,"Stachys germanica L.",German hedgenettle
"STPA",,"Stachys palustris L.",marsh hedgenettle
"STPI6",,"Stachys pilosa Nutt.",hairy hedgenettle
"STPIA",,"Stachys pilosa Nutt. var. arenicola (Britton) G. Mulligan & D. Munro",hairy hedgenettle
"STPIP5",,"Stachys pilosa Nutt. var. pilosa ",hairy hedgenettle
"STSY2",,"Stachys sylvatica L.",whitespot
"STTE",,"Stachys tenuifolia Willd.",smooth hedgenettle
"STTR",,"Staphylea trifolia L.",American bladdernut
"STBO3",,"Stellaria borealis Bigelow",boreal starwort
"STBOB",,"Stellaria borealis Bigelow ssp. borealis ",boreal starwort
"STCR",,"Stellaria crassifolia Ehrh.",fleshy starwort
"STCRC",,"Stellaria crassifolia Ehrh. var. crassifolia ",fleshy starwort
"STGR",,"Stellaria graminea L.",grass-like starwort
"STHU",,"Stellaria humifusa Rottb.",saltmarsh starwort
"STLO",,"Stellaria longifolia Muhl. ex Willd.",longleaf starwort
"STLOA2",,"Stellaria longifolia Muhl. ex Willd. var. atrata J.W. Moore",longleaf starwort
"STLOL",,"Stellaria longifolia Muhl. ex Willd. var. longifolia ",longleaf starwort
"STLO2",,"Stellaria longipes Goldie",longstalk starwort
"STLOL7",,"Stellaria longipes Goldie ssp. longipes ",longstalk starwort
"STME2",,"Stellaria media (L.) Vill.",common chickweed
"STMEM",,"Stellaria media (L.) Vill. ssp. media ",common chickweed
"STMEP",,"Stellaria media (L.) Vill. ssp. pallida (Dumort.) Asch. & Graebn.",common chickweed
"STOR",,"Streptopus ×oreopolus Fernald (pro sp.) [amplexifolius × lanceolatus]",twistedstalk
"STAM2",,"Streptopus amplexifolius (L.) DC.",claspleaf twistedstalk
"STAMA2",,"Streptopus amplexifolius (L.) DC. var. amplexifolius ",claspleaf twistedstalk
"STLA16",,"Streptopus lanceolatus (Aiton) Reveal",twistedstalk
"STLAL2",,"Streptopus lanceolatus (Aiton) Reveal var. lanceolatus ",twistedstalk
"STHE9",,"Strophostyles helvola (L.) Elliott",amberique-bean
"STFI6",,"Stuckenia filiformis (Pers.) Börner",fineleaf pondweed
"STFIA2",,"Stuckenia filiformis (Pers.) Börner ssp. alpina (Blytt) Haynes, D.H. Les & M. Kral",fineleaf pondweed
"STFIO",,"Stuckenia filiformis (Pers.) Börner ssp. occidentalis (J.W. Robbins) Haynes, D.H. Les & M. Kral",western fineleaf pondweed
"STPE15",,"Stuckenia pectinata (L.) Börner",sago pondweed
"STVA8",,"Stuckenia vaginata (Turcz.) Holub",sheathed pondweed
"STDI3",,"Stylophorum diphyllum (Michx.) Nutt.",celandine poppy
"SUCA2",,"Suaeda calceoliformis (Hook.) Moq.",Pursh seepweed
"SUAQ",,"Subularia aquatica L.",waterawlwort
"SUAQA2",,"Subularia aquatica L. var. americana (G. Mulligan & Calder) B. Boivin",American waterawlwort
"SUPR",,"Succisa pratensis Moench",devilsbit
"SUIN2",,"Succisella inflexa (Kluk) G. Beck",southern succisella
"SYAL",,"Symphoricarpos albus (L.) S.F. Blake",common snowberry
"SYALA",,"Symphoricarpos albus (L.) S.F. Blake var. albus ",common snowberry
"SYOC",,"Symphoricarpos occidentalis Hook.",western snowberry
"SYOR",,"Symphoricarpos orbiculatus Moench",coralberry
"SYAM3",,"Symphyotrichum ×amethystinum (Nutt.) G.L. Nesom [ericoides × novae-angliae]",aster
"SYBO2",,"Symphyotrichum boreale (Torr. & A. Gray) Á. Löve & D. Löve",northern bog aster
"SYCI2",,"Symphyotrichum ciliatum (Ledeb.) G.L. Nesom",rayless alkali aster
"SYCI",,"Symphyotrichum ciliolatum (Lindl.) Á. Löve & D. Löve",Lindley's aster
"SYCO4",,"Symphyotrichum cordifolium (L.) G.L. Nesom",common blue wood aster
"SYDU2",,"Symphyotrichum dumosum (L.) G.L. Nesom",rice button aster
"SYDUD2",,"Symphyotrichum dumosum (L.) G.L. Nesom var. dumosum ",rice button aster
"SYER",,"Symphyotrichum ericoides (L.) G.L. Nesom",white heath aster
"SYERE",,"Symphyotrichum ericoides (L.) G.L. Nesom var. ericoides ",white heath aster
"SYERP2",,"Symphyotrichum ericoides (L.) G.L. Nesom var. pansum (S.F. Blake) G.L. Nesom",manyflowered aster
"SYFA",,"Symphyotrichum falcatum (Lindl.) G.L. Nesom",white prairie aster
"SYFAC",,"Symphyotrichum falcatum (Lindl.) G.L. Nesom var. commutatum (Torr. & A. Gray) G.L. Nesom",white prairie aster
"SYLA3",,"Symphyotrichum laeve (L.) Á. Löve & D. Löve",smooth blue aster
"SYLAG",,"Symphyotrichum laeve (L.) Á. Löve & D. Löve var. geyeri (A. Gray) G.L. Nesom",Geyer's aster
"SYLAL3",,"Symphyotrichum laeve (L.) Á. Löve & D. Löve var. laeve ",smooth blue aster
"SYLA6",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom",white panicle aster
"SYLAH",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom",white panicle aster
"SYLAH6",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom var. hesperium ",white panicle aster
"SYLAL6",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum ",white panicle aster
"SYLAH7",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. hirsuticaule (Semple & Chmielewski) G.L. Nesom",white panicle aster
"SYLAI3",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. interior (Wiegand) G.L. Nesom",white panicle aster
"SYLAL4",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. lanceolatum ",white panicle aster
"SYLAL5",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. latifolium (Semple & Chmielewski) G.L. Nesom",white panicle aster
"SYLA4",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve",calico aster
